Date,Node_ID,Node_Type,Product_ID,Opening_Inventory,Incoming_Quantity,Outgoing_Quantity,Closing_Inventory,Safety_Stock,Inventory_Risk,Days_of_Cover,Cover_vs_Safety
2026-06-20,W03,Warehouse,P009,319,20,0,339,59,LOW,999.0,5.746
2026-06-21,W03,Warehouse,P009,339,29,25,343,59,MEDIUM,13.72,5.814
2026-06-22,W03,Warehouse,P009,343,12,3,352,59,LOW,117.33,5.966
2026-06-23,W03,Warehouse,P009,352,6,29,329,59,HIGH,11.34,5.576
2026-06-24,W03,Warehouse,P009,329,18,16,331,59,MEDIUM,20.69,5.61
2026-06-25,W03,Warehouse,P009,331,39,2,368,59,LOW,184.0,6.237
2026-06-26,W03,Warehouse,P009,368,9,29,348,59,MEDIUM,12.0,5.898
2026-06-27,W03,Warehouse,P009,348,23,0,371,59,LOW,999.0,6.288
2026-06-28,W03,Warehouse,P009,371,32,5,398,59,LOW,79.6,6.746
2026-06-29,W03,Warehouse,P009,398,38,31,405,59,MEDIUM,13.06,6.864
2026-06-30,W03,Warehouse,P009,405,41,18,428,59,MEDIUM,23.78,7.254
2026-06-01,W03,Warehouse,P010,240,8,90,158,52,CRITICAL,1.76,3.038
2026-06-02,W03,Warehouse,P010,227,15,34,208,52,HIGH,6.12,4.0
2026-06-03,W03,Warehouse,P010,229,3,41,191,52,CRITICAL,4.66,3.673
2026-06-04,W03,Warehouse,P010,219,15,12,222,52,MEDIUM,18.5,4.269
2026-06-05,W03,Warehouse,P010,228,21,5,244,52,LOW,48.8,4.692
2026-06-06,W03,Warehouse,P010,247,21,65,203,52,CRITICAL,3.12,3.904
2026-06-07,W03,Warehouse,P010,245,17,7,255,52,LOW,36.43,4.904
2026-06-08,W03,Warehouse,P010,260,17,40,237,52,HIGH,5.92,4.558
2026-06-09,W03,Warehouse,P010,264,18,20,262,52,MEDIUM,13.1,5.038
2026-06-10,W03,Warehouse,P010,275,21,24,272,52,HIGH,11.33,5.231
2026-06-11,W03,Warehouse,P010,289,20,64,245,52,CRITICAL,3.83,4.712
2026-06-12,W03,Warehouse,P010,293,23,58,258,52,CRITICAL,4.45,4.962
2026-06-13,W03,Warehouse,P010,293,31,61,263,52,CRITICAL,4.31,5.058
2026-06-14,W03,Warehouse,P010,302,29,95,236,52,CRITICAL,2.48,4.538
2026-06-15,W03,Warehouse,P010,305,9,31,283,52,HIGH,9.13,5.442
2026-06-16,W03,Warehouse,P010,306,20,52,274,52,HIGH,5.27,5.269
2026-06-17,W03,Warehouse,P010,313,27,0,340,52,LOW,999.0,6.538
2026-06-18,W03,Warehouse,P010,340,5,81,264,52,CRITICAL,3.26,5.077
2026-06-19,W03,Warehouse,P010,320,32,37,315,52,HIGH,8.51,6.058
2026-06-20,W03,Warehouse,P010,343,13,55,301,52,HIGH,5.47,5.788
2026-06-21,W03,Warehouse,P010,337,20,15,342,52,MEDIUM,22.8,6.577
2026-06-22,W03,Warehouse,P010,352,22,122,252,52,CRITICAL,2.07,4.846
2026-06-23,W03,Warehouse,P010,346,31,59,318,52,HIGH,5.39,6.115
2026-06-24,W03,Warehouse,P010,350,27,110,267,52,CRITICAL,2.43,5.135
2026-06-25,W03,Warehouse,P010,347,10,4,353,52,LOW,88.25,6.788
2026-06-26,W03,Warehouse,P010,356,5,77,284,52,CRITICAL,3.69,5.462
2026-06-27,W03,Warehouse,P010,327,25,26,326,52,MEDIUM,12.54,6.269
2026-06-28,W03,Warehouse,P010,345,36,31,350,52,HIGH,11.29,6.731
2026-06-29,W03,Warehouse,P010,371,27,36,362,52,HIGH,10.06,6.962
2026-06-30,W03,Warehouse,P010,389,4,42,351,52,HIGH,8.36,6.75
2026-06-01,W03,Warehouse,P011,197,5,41,161,43,CRITICAL,3.93,3.744
2026-06-02,W03,Warehouse,P011,192,0,8,184,43,MEDIUM,23.0,4.279
2026-06-03,W03,Warehouse,P011,188,13,27,174,43,HIGH,6.44,4.047
2026-06-04,W03,Warehouse,P011,194,15,50,159,43,CRITICAL,3.18,3.698
2026-06-05,W03,Warehouse,P011,197,23,52,168,43,CRITICAL,3.23,3.907
2026-06-06,W03,Warehouse,P011,205,5,44,166,43,CRITICAL,3.77,3.86
2026-06-07,W03,Warehouse,P011,197,15,22,190,43,HIGH,8.64,4.419
2026-06-08,W03,Warehouse,P011,201,19,8,212,43,LOW,26.5,4.93
2026-06-09,W03,Warehouse,P011,218,10,34,194,43,HIGH,5.71,4.512
2026-06-10,W03,Warehouse,P011,211,23,0,234,43,LOW,999.0,5.442
2026-06-11,W03,Warehouse,P011,234,13,25,222,43,HIGH,8.88,5.163
2026-06-12,W03,Warehouse,P011,241,5,4,242,43,LOW,60.5,5.628
2026-06-13,W03,Warehouse,P011,245,16,70,191,43,CRITICAL,2.73,4.442
2026-06-14,W03,Warehouse,P011,245,15,25,235,43,HIGH,9.4,5.465
2026-06-15,W03,Warehouse,P011,252,23,37,238,43,HIGH,6.43,5.535
2026-06-16,W03,Warehouse,P011,259,29,25,263,43,HIGH,10.52,6.116
2026-06-17,W03,Warehouse,P011,280,8,26,262,43,HIGH,10.08,6.093
2026-06-18,W03,Warehouse,P011,276,17,49,244,43,CRITICAL,4.98,5.674
2026-06-19,W03,Warehouse,P011,281,29,3,307,43,LOW,102.33,7.14
2026-06-20,W03,Warehouse,P011,309,20,35,294,43,HIGH,8.4,6.837
2026-06-21,W03,Warehouse,P011,317,8,40,285,43,HIGH,7.12,6.628
2026-06-22,W03,Warehouse,P011,306,30,47,289,43,HIGH,6.15,6.721
2026-06-23,W03,Warehouse,P011,320,3,8,315,43,LOW,39.38,7.326
2026-06-24,W03,Warehouse,P011,321,16,77,260,43,CRITICAL,3.38,6.047
2026-06-25,W03,Warehouse,P011,316,12,19,309,43,MEDIUM,16.26,7.186
2026-06-26,W03,Warehouse,P011,319,33,0,352,43,LOW,999.0,8.186
2026-06-27,W03,Warehouse,P011,352,3,14,341,43,MEDIUM,24.36,7.93
2026-06-28,W03,Warehouse,P011,350,42,37,355,43,HIGH,9.59,8.256
2026-06-29,W03,Warehouse,P011,375,7,47,335,43,HIGH,7.13,7.791
2026-06-30,W03,Warehouse,P011,371,44,88,327,43,CRITICAL,3.72,7.605
2026-06-01,W03,Warehouse,P012,201,5,4,202,44,LOW,50.5,4.591
2026-06-02,W03,Warehouse,P012,202,1,15,188,44,MEDIUM,12.53,4.273
2026-06-03,W03,Warehouse,P012,188,3,5,186,44,LOW,37.2,4.227
2026-06-04,W03,Warehouse,P012,186,8,11,183,44,MEDIUM,16.64,4.159
2026-06-05,W03,Warehouse,P012,183,13,14,182,44,MEDIUM,13.0,4.136
2026-06-06,W03,Warehouse,P012,182,6,6,182,44,LOW,30.33,4.136
2026-06-07,W03,Warehouse,P012,182,8,0,190,44,LOW,999.0,4.318
2026-06-08,W03,Warehouse,P012,190,16,10,196,44,MEDIUM,19.6,4.455
2026-06-09,W03,Warehouse,P012,196,11,18,189,44,HIGH,10.5,4.295
2026-06-10,W03,Warehouse,P012,189,4,17,176,44,HIGH,10.35,4.0
2026-06-11,W03,Warehouse,P012,176,14,3,187,44,LOW,62.33,4.25
2026-06-12,W03,Warehouse,P012,187,15,13,189,44,MEDIUM,14.54,4.295
2026-06-13,W03,Warehouse,P012,189,8,6,191,44,LOW,31.83,4.341
2026-06-14,W03,Warehouse,P012,191,19,3,207,44,LOW,69.0,4.705
2026-06-15,W03,Warehouse,P012,207,0,13,194,44,MEDIUM,14.92,4.409
2026-06-16,W03,Warehouse,P012,194,21,9,206,44,MEDIUM,22.89,4.682
2026-06-17,W03,Warehouse,P012,206,3,10,199,44,MEDIUM,19.9,4.523
2026-06-18,W03,Warehouse,P012,199,6,15,190,44,MEDIUM,12.67,4.318
2026-06-19,W03,Warehouse,P012,190,14,6,198,44,LOW,33.0,4.5
2026-06-20,W03,Warehouse,P012,198,14,12,200,44,MEDIUM,16.67,4.545
2026-06-21,W03,Warehouse,P012,200,16,7,209,44,LOW,29.86,4.75
2026-06-22,W03,Warehouse,P012,209,14,0,223,44,LOW,999.0,5.068
2026-06-23,W03,Warehouse,P012,223,10,8,225,44,LOW,28.12,5.114
2026-06-24,W03,Warehouse,P012,225,14,20,219,44,HIGH,10.95,4.977
2026-06-25,W03,Warehouse,P012,219,25,10,234,44,MEDIUM,23.4,5.318
2026-06-26,W03,Warehouse,P012,234,18,2,250,44,LOW,125.0,5.682
2026-06-27,W03,Warehouse,P012,250,14,17,247,44,MEDIUM,14.53,5.614
2026-06-28,W03,Warehouse,P012,247,20,23,244,44,HIGH,10.61,5.545
2026-06-29,W03,Warehouse,P012,244,13,21,236,44,HIGH,11.24,5.364
2026-06-30,W03,Warehouse,P012,236,28,13,251,44,MEDIUM,19.31,5.705
2026-06-01,W03,Warehouse,P013,236,2,17,221,51,MEDIUM,13.0,4.333
2026-06-02,W03,Warehouse,P013,230,21,50,201,51,CRITICAL,4.02,3.941
2026-06-03,W03,Warehouse,P013,238,27,51,214,51,CRITICAL,4.2,4.196
2026-06-04,W03,Warehouse,P013,247,1,50,198,51,CRITICAL,3.96,3.882
2026-06-05,W03,Warehouse,P013,228,10,60,178,51,CRITICAL,2.97,3.49
2026-06-06,W03,Warehouse,P013,220,13,19,214,51,HIGH,11.26,4.196
2026-06-07,W03,Warehouse,P013,223,1,6,218,51,LOW,36.33,4.275
2026-06-08,W03,Warehouse,P013,222,16,48,190,51,CRITICAL,3.96,3.725
2026-06-09,W03,Warehouse,P013,226,15,13,228,51,MEDIUM,17.54,4.471
2026-06-10,W03,Warehouse,P013,238,14,3,249,51,LOW,83.0,4.882
2026-06-11,W03,Warehouse,P013,251,4,42,213,51,HIGH,5.07,4.176
2026-06-12,W03,Warehouse,P013,243,18,37,224,51,HIGH,6.05,4.392
2026-06-13,W03,Warehouse,P013,246,29,66,209,51,CRITICAL,3.17,4.098
2026-06-14,W03,Warehouse,P013,255,11,48,218,51,CRITICAL,4.54,4.275
2026-06-15,W03,Warehouse,P013,247,2,67,182,51,CRITICAL,2.72,3.569
2026-06-16,W03,Warehouse,P013,229,10,37,202,51,HIGH,5.46,3.961
2026-06-17,W03,Warehouse,P013,223,26,64,185,51,CRITICAL,2.89,3.627
2026-06-18,W03,Warehouse,P013,234,26,0,260,51,LOW,999.0,5.098
2026-06-19,W03,Warehouse,P013,260,5,44,221,51,HIGH,5.02,4.333
2026-06-20,W03,Warehouse,P013,249,16,8,257,51,LOW,32.12,5.039
2026-06-21,W03,Warehouse,P013,263,22,2,283,51,LOW,141.5,5.549
2026-06-22,W03,Warehouse,P013,284,34,15,303,51,MEDIUM,20.2,5.941
2026-06-23,W03,Warehouse,P013,314,17,65,266,51,CRITICAL,4.09,5.216
2026-06-24,W03,Warehouse,P013,306,19,49,276,51,HIGH,5.63,5.412
2026-06-25,W03,Warehouse,P013,303,26,101,228,51,CRITICAL,2.26,4.471
2026-06-26,W03,Warehouse,P013,301,17,89,229,51,CRITICAL,2.57,4.49
2026-06-27,W03,Warehouse,P013,289,18,81,226,51,CRITICAL,2.79,4.431
2026-06-28,W03,Warehouse,P013,282,25,10,297,51,LOW,29.7,5.824
2026-06-29,W03,Warehouse,P013,304,24,53,275,51,HIGH,5.19,5.392
2026-06-30,W03,Warehouse,P013,302,4,51,255,51,HIGH,5.0,5.0
2026-06-01,W03,Warehouse,P014,175,2,14,163,38,HIGH,11.64,4.289
2026-06-02,W03,Warehouse,P014,163,15,2,176,38,LOW,88.0,4.632
2026-06-03,W03,Warehouse,P014,176,15,1,190,38,LOW,190.0,5.0
2026-06-04,W03,Warehouse,P014,190,13,17,186,38,HIGH,10.94,4.895
2026-06-05,W03,Warehouse,P014,186,4,3,187,38,LOW,62.33,4.921
2026-06-06,W03,Warehouse,P014,187,9,6,190,38,LOW,31.67,5.0
2026-06-07,W03,Warehouse,P014,190,1,8,183,38,MEDIUM,22.88,4.816
2026-06-08,W03,Warehouse,P014,183,5,2,186,38,LOW,93.0,4.895
2026-06-09,W03,Warehouse,P014,186,6,0,192,38,LOW,999.0,5.053
2026-06-10,W03,Warehouse,P014,192,21,18,195,38,HIGH,10.83,5.132
2026-06-11,W03,Warehouse,P014,195,8,16,187,38,HIGH,11.69,4.921
2026-06-12,W03,Warehouse,P014,187,10,16,181,38,HIGH,11.31,4.763
2026-06-13,W03,Warehouse,P014,181,3,5,179,38,LOW,35.8,4.711
2026-06-14,W03,Warehouse,P014,179,16,3,192,38,LOW,64.0,5.053
2026-06-15,W03,Warehouse,P014,192,19,8,203,38,LOW,25.38,5.342
2026-06-16,W03,Warehouse,P014,203,10,9,204,38,MEDIUM,22.67,5.368
2026-06-17,W03,Warehouse,P014,204,19,0,223,38,LOW,999.0,5.868
2026-06-18,W03,Warehouse,P014,223,20,17,226,38,MEDIUM,13.29,5.947
2026-06-19,W03,Warehouse,P014,226,22,21,227,38,HIGH,10.81,5.974
2026-06-20,W03,Warehouse,P014,227,21,11,237,38,MEDIUM,21.55,6.237
2026-06-21,W03,Warehouse,P014,237,13,8,242,38,LOW,30.25,6.368
2026-06-22,W03,Warehouse,P014,242,24,9,257,38,LOW,28.56,6.763
2026-06-23,W03,Warehouse,P014,257,18,2,273,38,LOW,136.5,7.184
2026-06-24,W03,Warehouse,P014,273,10,7,276,38,LOW,39.43,7.263
2026-06-25,W03,Warehouse,P014,276,14,13,277,38,MEDIUM,21.31,7.289
2026-06-26,W03,Warehouse,P014,277,24,11,290,38,LOW,26.36,7.632
2026-06-27,W03,Warehouse,P014,290,5,15,280,38,MEDIUM,18.67,7.368
2026-06-28,W03,Warehouse,P014,280,1,23,258,38,HIGH,11.22,6.789
2026-06-29,W03,Warehouse,P014,258,24,5,277,38,LOW,55.4,7.289
2026-06-30,W03,Warehouse,P014,277,8,0,285,38,LOW,999.0,7.5
2026-06-01,W03,Warehouse,P015,133,5,0,138,29,LOW,999.0,4.759
2026-06-02,W03,Warehouse,P015,138,15,3,150,29,LOW,50.0,5.172
2026-06-03,W03,Warehouse,P015,152,12,16,148,29,HIGH,9.25,5.103
2026-06-04,W03,Warehouse,P015,156,4,34,126,29,CRITICAL,3.71,4.345
2026-06-05,W03,Warehouse,P015,148,1,41,108,29,CRITICAL,2.63,3.724
2026-06-06,W03,Warehouse,P015,137,12,28,121,29,CRITICAL,4.32,4.172
2026-06-07,W03,Warehouse,P015,141,14,20,135,29,HIGH,6.75,4.655
2026-06-08,W03,Warehouse,P015,150,5,6,149,29,MEDIUM,24.83,5.138
2026-06-09,W03,Warehouse,P015,153,17,20,150,29,HIGH,7.5,5.172
2026-06-10,W03,Warehouse,P015,164,16,17,163,29,HIGH,9.59,5.621
2026-06-11,W03,Warehouse,P015,175,20,38,157,29,CRITICAL,4.13,5.414
2026-06-12,W03,Warehouse,P015,181,6,16,171,29,HIGH,10.69,5.897
2026-06-13,W03,Warehouse,P015,179,17,6,190,29,LOW,31.67,6.552
2026-06-14,W03,Warehouse,P015,193,0,20,173,29,HIGH,8.65,5.966
2026-06-15,W03,Warehouse,P015,188,13,5,196,29,LOW,39.2,6.759
2026-06-16,W03,Warehouse,P015,199,8,59,148,29,CRITICAL,2.51,5.103
2026-06-17,W03,Warehouse,P015,190,1,0,191,29,LOW,999.0,6.586
2026-06-18,W03,Warehouse,P015,191,9,0,200,29,LOW,999.0,6.897
2026-06-19,W03,Warehouse,P015,200,0,12,188,29,MEDIUM,15.67,6.483
2026-06-20,W03,Warehouse,P015,197,2,55,144,29,CRITICAL,2.62,4.966
2026-06-21,W03,Warehouse,P015,184,2,18,168,29,HIGH,9.33,5.793
2026-06-22,W03,Warehouse,P015,177,15,38,154,29,CRITICAL,4.05,5.31
2026-06-23,W03,Warehouse,P015,182,14,19,177,29,HIGH,9.32,6.103
2026-06-24,W03,Warehouse,P015,190,20,3,207,29,LOW,69.0,7.138
2026-06-25,W03,Warehouse,P015,209,2,63,148,29,CRITICAL,2.35,5.103
2026-06-26,W03,Warehouse,P015,194,1,11,184,29,MEDIUM,16.73,6.345
2026-06-27,W03,Warehouse,P015,192,4,0,196,29,LOW,999.0,6.759
2026-06-28,W03,Warehouse,P015,196,2,44,154,29,CRITICAL,3.5,5.31
2026-06-29,W03,Warehouse,P015,188,15,4,199,29,LOW,49.75,6.862
2026-06-30,W03,Warehouse,P015,202,23,3,222,29,LOW,74.0,7.655
2026-06-01,W04,Warehouse,P001,276,23,44,255,60,HIGH,5.8,4.25
2026-06-02,W04,Warehouse,P001,278,17,34,261,60,HIGH,7.68,4.35
2026-06-03,W04,Warehouse,P001,282,3,18,267,60,MEDIUM,14.83,4.45
2026-06-04,W04,Warehouse,P001,279,28,31,276,60,HIGH,8.9,4.6
2026-06-05,W04,Warehouse,P001,298,1,67,232,60,CRITICAL,3.46,3.867
2026-06-06,W04,Warehouse,P001,278,23,4,297,60,LOW,74.25,4.95
2026-06-07,W04,Warehouse,P001,300,1,8,293,60,LOW,36.62,4.883
2026-06-08,W04,Warehouse,P001,298,1,62,237,60,CRITICAL,3.82,3.95
2026-06-09,W04,Warehouse,P001,282,4,63,223,60,CRITICAL,3.54,3.717
2026-06-10,W04,Warehouse,P001,270,5,99,176,60,CRITICAL,1.78,2.933
2026-06-11,W04,Warehouse,P001,249,22,31,240,60,HIGH,7.74,4.0
2026-06-12,W04,Warehouse,P001,263,13,4,272,60,LOW,68.0,4.533
2026-06-13,W04,Warehouse,P001,275,1,30,246,60,HIGH,8.2,4.1
2026-06-14,W04,Warehouse,P001,262,0,58,204,60,CRITICAL,3.52,3.4
2026-06-15,W04,Warehouse,P001,246,11,13,244,60,MEDIUM,18.77,4.067
2026-06-16,W04,Warehouse,P001,254,16,43,227,60,HIGH,5.28,3.783
2026-06-17,W04,Warehouse,P001,257,23,10,270,60,LOW,27.0,4.5
2026-06-18,W04,Warehouse,P001,276,18,97,197,60,CRITICAL,2.03,3.283
2026-06-19,W04,Warehouse,P001,272,9,51,230,60,CRITICAL,4.51,3.833
2026-06-20,W04,Warehouse,P001,259,23,27,255,60,HIGH,9.44,4.25
2026-06-21,W04,Warehouse,P001,272,30,61,241,60,CRITICAL,3.95,4.017
2026-06-22,W04,Warehouse,P001,276,8,80,204,60,CRITICAL,2.55,3.4
2026-06-23,W04,Warehouse,P001,258,0,9,249,60,LOW,27.67,4.15
2026-06-24,W04,Warehouse,P001,255,1,28,228,60,HIGH,8.14,3.8
2026-06-25,W04,Warehouse,P001,247,28,59,216,60,CRITICAL,3.66,3.6
2026-06-26,W04,Warehouse,P001,261,19,6,274,60,LOW,45.67,4.567
2026-06-27,W04,Warehouse,P001,278,17,32,263,60,HIGH,8.22,4.383
2026-06-28,W04,Warehouse,P001,285,16,29,272,60,HIGH,9.38,4.533
2026-06-29,W04,Warehouse,P001,294,7,106,195,60,CRITICAL,1.84,3.25
2026-06-30,W04,Warehouse,P001,274,18,27,265,60,HIGH,9.81,4.417
2026-06-01,W04,Warehouse,P002,341,3,25,319,75,MEDIUM,12.76,4.253
2026-06-02,W04,Warehouse,P002,319,18,11,326,75,LOW,29.64,4.347
2026-06-03,W04,Warehouse,P002,326,26,4,348,75,LOW,87.0,4.64
2026-06-04,W04,Warehouse,P002,348,22,29,341,75,HIGH,11.76,4.547
2026-06-05,W04,Warehouse,P002,341,19,0,360,75,LOW,999.0,4.8
2026-06-06,W04,Warehouse,P002,360,10,2,368,75,LOW,184.0,4.907
2026-06-07,W04,Warehouse,P002,368,23,13,378,75,LOW,29.08,5.04
2026-06-08,W04,Warehouse,P002,378,6,25,359,75,MEDIUM,14.36,4.787
2026-06-09,W04,Warehouse,P002,359,7,11,355,75,LOW,32.27,4.733
2026-06-10,W04,Warehouse,P002,355,43,2,396,75,LOW,198.0,5.28
2026-06-11,W04,Warehouse,P002,396,12,12,396,75,LOW,33.0,5.28
2026-06-12,W04,Warehouse,P002,396,24,9,411,75,LOW,45.67,5.48
2026-06-13,W04,Warehouse,P002,411,49,0,460,75,LOW,999.0,6.133
2026-06-14,W04,Warehouse,P002,460,54,24,490,75,MEDIUM,20.42,6.533
2026-06-15,W04,Warehouse,P002,490,2,5,487,75,LOW,97.4,6.493
2026-06-16,W04,Warehouse,P002,487,6,13,480,75,LOW,36.92,6.4
2026-06-17,W04,Warehouse,P002,480,19,30,469,75,MEDIUM,15.63,6.253
2026-06-18,W04,Warehouse,P002,469,18,33,454,75,MEDIUM,13.76,6.053
2026-06-19,W04,Warehouse,P002,454,16,11,459,75,LOW,41.73,6.12
2026-06-20,W04,Warehouse,P002,459,15,14,460,75,LOW,32.86,6.133
2026-06-21,W04,Warehouse,P002,460,47,11,496,75,LOW,45.09,6.613
2026-06-22,W04,Warehouse,P002,496,16,46,466,75,HIGH,10.13,6.213
2026-06-23,W04,Warehouse,P002,466,37,8,495,75,LOW,61.88,6.6
2026-06-24,W04,Warehouse,P002,495,52,8,539,75,LOW,67.38,7.187
2026-06-25,W04,Warehouse,P002,539,10,23,526,75,MEDIUM,22.87,7.013
2026-06-26,W04,Warehouse,P002,526,44,9,561,75,LOW,62.33,7.48
2026-06-27,W04,Warehouse,P002,561,52,8,605,75,LOW,75.62,8.067
2026-06-28,W04,Warehouse,P002,605,58,5,658,75,LOW,131.6,8.773
2026-06-29,W04,Warehouse,P002,658,38,41,655,75,MEDIUM,15.98,8.733
2026-06-30,W04,Warehouse,P002,655,21,39,637,75,MEDIUM,16.33,8.493
2026-06-01,W04,Warehouse,P003,571,48,71,548,125,HIGH,7.72,4.384
2026-06-02,W04,Warehouse,P003,582,28,153,457,125,CRITICAL,2.99,3.656
2026-06-03,W04,Warehouse,P003,566,51,72,545,125,HIGH,7.57,4.36
2026-06-04,W04,Warehouse,P003,599,54,177,476,125,CRITICAL,2.69,3.808
2026-06-05,W04,Warehouse,P003,599,60,104,555,125,HIGH,5.34,4.44
2026-06-06,W04,Warehouse,P003,616,59,184,491,125,CRITICAL,2.67,3.928
2026-06-07,W04,Warehouse,P003,626,22,157,491,125,CRITICAL,3.13,3.928
2026-06-08,W04,Warehouse,P003,604,14,70,548,125,HIGH,7.83,4.384
2026-06-09,W04,Warehouse,P003,597,69,65,601,125,HIGH,9.25,4.808
2026-06-10,W04,Warehouse,P003,650,68,104,614,125,HIGH,5.9,4.912
2026-06-11,W04,Warehouse,P003,691,18,21,688,125,LOW,32.76,5.504
2026-06-12,W04,Warehouse,P003,703,47,110,640,125,HIGH,5.82,5.12
2026-06-13,W04,Warehouse,P003,719,45,11,753,125,LOW,68.45,6.024
2026-06-14,W04,Warehouse,P003,761,25,0,786,125,LOW,999.0,6.288
2026-06-15,W04,Warehouse,P003,786,29,220,595,125,CRITICAL,2.7,4.76
2026-06-16,W04,Warehouse,P003,743,14,187,570,125,CRITICAL,3.05,4.56
2026-06-17,W04,Warehouse,P003,706,0,134,572,125,CRITICAL,4.27,4.576
2026-06-18,W04,Warehouse,P003,667,76,69,674,125,HIGH,9.77,5.392
2026-06-19,W04,Warehouse,P003,721,17,91,647,125,HIGH,7.11,5.176
2026-06-20,W04,Warehouse,P003,697,24,223,498,125,CRITICAL,2.23,3.984
2026-06-21,W04,Warehouse,P003,660,69,151,578,125,CRITICAL,3.83,4.624
2026-06-22,W04,Warehouse,P003,686,54,110,630,125,HIGH,5.73,5.04
2026-06-23,W04,Warehouse,P003,700,63,89,674,125,HIGH,7.57,5.392
2026-06-24,W04,Warehouse,P003,731,88,63,756,125,MEDIUM,12.0,6.048
2026-06-25,W04,Warehouse,P003,794,0,237,557,125,CRITICAL,2.35,4.456
2026-06-26,W04,Warehouse,P003,739,60,288,511,125,CRITICAL,1.77,4.088
2026-06-27,W04,Warehouse,P003,728,35,99,664,125,HIGH,6.71,5.312
2026-06-28,W04,Warehouse,P003,733,51,81,703,125,HIGH,8.68,5.624
2026-06-29,W04,Warehouse,P003,756,73,120,709,125,HIGH,5.91,5.672
2026-06-30,W04,Warehouse,P003,797,77,106,768,125,HIGH,7.25,6.144
2026-06-01,W04,Warehouse,P004,374,10,36,348,82,HIGH,9.67,4.244
2026-06-02,W04,Warehouse,P004,348,22,24,346,82,MEDIUM,14.42,4.22
2026-06-03,W04,Warehouse,P004,346,25,12,359,82,LOW,29.92,4.378
2026-06-04,W04,Warehouse,P004,359,42,13,388,82,LOW,29.85,4.732
2026-06-05,W04,Warehouse,P004,388,47,16,419,82,LOW,26.19,5.11
2026-06-06,W04,Warehouse,P004,419,1,1,419,82,LOW,419.0,5.11
2026-06-07,W04,Warehouse,P004,419,50,21,448,82,MEDIUM,21.33,5.463
2026-06-08,W04,Warehouse,P004,448,21,35,434,82,MEDIUM,12.4,5.293
2026-06-09,W04,Warehouse,P004,434,33,28,439,82,MEDIUM,15.68,5.354
2026-06-10,W04,Warehouse,P004,439,37,8,468,82,LOW,58.5,5.707
2026-06-11,W04,Warehouse,P004,468,5,33,440,82,MEDIUM,13.33,5.366
2026-06-12,W04,Warehouse,P004,440,1,31,410,82,MEDIUM,13.23,5.0
2026-06-13,W04,Warehouse,P004,410,6,10,406,82,LOW,40.6,4.951
2026-06-14,W04,Warehouse,P004,406,35,24,417,82,MEDIUM,17.38,5.085
2026-06-15,W04,Warehouse,P004,417,40,25,432,82,MEDIUM,17.28,5.268
2026-06-16,W04,Warehouse,P004,432,2,36,398,82,HIGH,11.06,4.854
2026-06-17,W04,Warehouse,P004,398,10,5,403,82,LOW,80.6,4.915
2026-06-18,W04,Warehouse,P004,403,43,7,439,82,LOW,62.71,5.354
2026-06-19,W04,Warehouse,P004,439,28,20,447,82,MEDIUM,22.35,5.451
2026-06-20,W04,Warehouse,P004,447,42,1,488,82,LOW,488.0,5.951
2026-06-21,W04,Warehouse,P004,488,6,19,475,82,LOW,25.0,5.793
2026-06-22,W04,Warehouse,P004,475,27,37,465,82,MEDIUM,12.57,5.671
2026-06-23,W04,Warehouse,P004,465,35,6,494,82,LOW,82.33,6.024
2026-06-24,W04,Warehouse,P004,494,59,22,531,82,MEDIUM,24.14,6.476
2026-06-25,W04,Warehouse,P004,531,63,52,542,82,HIGH,10.42,6.61
2026-06-26,W04,Warehouse,P004,542,3,27,518,82,MEDIUM,19.19,6.317
2026-06-27,W04,Warehouse,P004,518,27,25,520,82,MEDIUM,20.8,6.341
2026-06-28,W04,Warehouse,P004,520,20,29,511,82,MEDIUM,17.62,6.232
2026-06-29,W04,Warehouse,P004,511,31,9,533,82,LOW,59.22,6.5
2026-06-30,W04,Warehouse,P004,533,19,7,545,82,LOW,77.86,6.646
2026-06-01,W04,Warehouse,P005,464,48,31,481,102,MEDIUM,15.52,4.716
2026-06-02,W04,Warehouse,P005,481,23,18,486,102,LOW,27.0,4.765
2026-06-03,W04,Warehouse,P005,486,4,13,477,102,LOW,36.69,4.676
2026-06-04,W04,Warehouse,P005,477,54,1,530,102,LOW,530.0,5.196
2026-06-05,W04,Warehouse,P005,530,9,44,495,102,HIGH,11.25,4.853
2026-06-06,W04,Warehouse,P005,495,31,1,525,102,LOW,525.0,5.147
2026-06-07,W04,Warehouse,P005,525,31,38,518,102,MEDIUM,13.63,5.078
2026-06-08,W04,Warehouse,P005,518,22,19,521,102,LOW,27.42,5.108
2026-06-09,W04,Warehouse,P005,521,41,31,531,102,MEDIUM,17.13,5.206
2026-06-10,W04,Warehouse,P005,531,59,13,577,102,LOW,44.38,5.657
2026-06-11,W04,Warehouse,P005,577,19,8,588,102,LOW,73.5,5.765
2026-06-12,W04,Warehouse,P005,588,48,30,606,102,MEDIUM,20.2,5.941
2026-06-13,W04,Warehouse,P005,606,26,41,591,102,MEDIUM,14.41,5.794
2026-06-14,W04,Warehouse,P005,591,27,11,607,102,LOW,55.18,5.951
2026-06-15,W04,Warehouse,P005,607,40,26,621,102,MEDIUM,23.88,6.088
2026-06-16,W04,Warehouse,P005,621,31,27,625,102,MEDIUM,23.15,6.127
